matchup,p1_name,p2_name,episode,round,round_winner,p1_hp_final,p2_hp_final,p1_hp_ratio,p2_hp_ratio
Curriculum_vs_CPU,Curriculum,CPU,2962,2,p1,136,0,0.7727,0.0
Curriculum_vs_CPU,Curriculum,CPU,2963,1,p1,136,0,0.7727,0.0
Curriculum_vs_CPU,Curriculum,CPU,2963,2,p1,102,0,0.5795,0.0
Curriculum_vs_CPU,Curriculum,CPU,2964,1,p1,106,0,0.6023,0.0
Curriculum_vs_CPU,Curriculum,CPU,2964,2,p1,176,0,1.0,0.0
Curriculum_vs_CPU,Curriculum,CPU,2965,1,p1,90,0,0.5114,0.0
Curriculum_vs_CPU,Curriculum,CPU,2965,2,p1,176,0,1.0,0.0
Curriculum_vs_CPU,Curriculum,CPU,2966,1,p1,110,0,0.625,0.0
Curriculum_vs_CPU,Curriculum,CPU,2966,2,p1,37,0,0.2102,0.0
Curriculum_vs_CPU,Curriculum,CPU,2967,1,p2,0,67,0.0,0.3807
Curriculum_vs_CPU,Curriculum,CPU,2967,2,p1,91,0,0.517,0.0
Curriculum_vs_CPU,Curriculum,CPU,2967,3,p1,83,0,0.4716,0.0
Curriculum_vs_CPU,Curriculum,CPU,2968,1,p2,0,9,0.0,0.0511
Curriculum_vs_CPU,Curriculum,CPU,2968,2,p1,68,0,0.3864,0.0
Curriculum_vs_CPU,Curriculum,CPU,2968,3,p1,176,0,1.0,0.0
Curriculum_vs_CPU,Curriculum,CPU,2969,1,p2,0,64,0.0,0.3636
Curriculum_vs_CPU,Curriculum,CPU,2969,2,p1,93,0,0.5284,0.0
Curriculum_vs_CPU,Curriculum,CPU,2969,3,p1,76,0,0.4318,0.0
Curriculum_vs_CPU,Curriculum,CPU,2970,1,p2,0,102,0.0,0.5795
Curriculum_vs_CPU,Curriculum,CPU,2970,2,p2,0,125,0.0,0.7102
Curriculum_vs_CPU,Curriculum,CPU,2971,1,p1,176,0,1.0,0.0
Curriculum_vs_CPU,Curriculum,CPU,2971,2,p1,53,0,0.3011,0.0
Curriculum_vs_CPU,Curriculum,CPU,2972,1,p2,0,164,0.0,0.9318
Curriculum_vs_CPU,Curriculum,CPU,2972,2,p2,0,7,0.0,0.0398
Curriculum_vs_CPU,Curriculum,CPU,2973,1,p2,0,25,0.0,0.142
Curriculum_vs_CPU,Curriculum,CPU,2973,2,p1,136,0,0.7727,0.0
Curriculum_vs_CPU,Curriculum,CPU,2973,3,p1,176,0,1.0,0.0
Curriculum_vs_CPU,Curriculum,CPU,2974,1,p1,176,0,1.0,0.0
Curriculum_vs_CPU,Curriculum,CPU,2974,2,p2,0,74,0.0,0.4205
Curriculum_vs_CPU,Curriculum,CPU,2974,3,p2,0,30,0.0,0.1705
Curriculum_vs_CPU,Curriculum,CPU,2975,1,p1,17,0,0.0966,0.0
Curriculum_vs_CPU,Curriculum,CPU,2975,2,p1,136,0,0.7727,0.0
Curriculum_vs_CPU,Curriculum,CPU,2976,1,p1,176,0,1.0,0.0
Curriculum_vs_CPU,Curriculum,CPU,2976,2,p1,55,0,0.3125,0.0
Curriculum_vs_CPU,Curriculum,CPU,2977,1,p2,0,176,0.0,1.0
Curriculum_vs_CPU,Curriculum,CPU,2977,2,p1,176,0,1.0,0.0
Curriculum_vs_CPU,Curriculum,CPU,2977,3,p1,116,0,0.6591,0.0
Curriculum_vs_CPU,Curriculum,CPU,2978,1,p1,110,0,0.625,0.0
Curriculum_vs_CPU,Curriculum,CPU,2978,2,p2,0,123,0.0,0.6989
Curriculum_vs_CPU,Curriculum,CPU,2978,3,p1,124,0,0.7045,0.0
Curriculum_vs_CPU,Curriculum,CPU,2979,1,p1,150,0,0.8523,0.0
Curriculum_vs_CPU,Curriculum,CPU,2979,2,p1,67,0,0.3807,0.0
Curriculum_vs_CPU,Curriculum,CPU,2980,1,p2,0,78,0.0,0.4432
Curriculum_vs_CPU,Curriculum,CPU,2980,2,p2,0,49,0.0,0.2784
Curriculum_vs_CPU,Curriculum,CPU,2981,1,p1,16,0,0.0909,0.0
Curriculum_vs_CPU,Curriculum,CPU,2981,2,p1,176,0,1.0,0.0
Curriculum_vs_CPU,Curriculum,CPU,2982,1,p1,150,0,0.8523,0.0
Curriculum_vs_CPU,Curriculum,CPU,2982,2,p1,67,0,0.3807,0.0
Curriculum_vs_CPU,Curriculum,CPU,2983,1,p2,0,63,0.0,0.358
Curriculum_vs_CPU,Curriculum,CPU,2983,2,p2,0,119,0.0,0.6761
Curriculum_vs_CPU,Curriculum,CPU,2984,1,p1,59,0,0.3352,0.0
Curriculum_vs_CPU,Curriculum,CPU,2984,2,p1,86,0,0.4886,0.0
Curriculum_vs_CPU,Curriculum,CPU,2985,1,p2,0,138,0.0,0.7841
Curriculum_vs_CPU,Curriculum,CPU,2985,2,p2,0,88,0.0,0.5
Curriculum_vs_CPU,Curriculum,CPU,2986,1,p2,0,11,0.0,0.0625
Curriculum_vs_CPU,Curriculum,CPU,2986,2,p1,72,0,0.4091,0.0
Curriculum_vs_CPU,Curriculum,CPU,2986,3,p1,136,0,0.7727,0.0
Curriculum_vs_CPU,Curriculum,CPU,2987,1,p1,90,0,0.5114,0.0
Curriculum_vs_CPU,Curriculum,CPU,2987,2,p1,150,0,0.8523,0.0
Curriculum_vs_CPU,Curriculum,CPU,2988,1,p2,0,30,0.0,0.1705
Curriculum_vs_CPU,Curriculum,CPU,2988,2,p2,0,67,0.0,0.3807
Curriculum_vs_CPU,Curriculum,CPU,2989,1,p2,0,88,0.0,0.5
Curriculum_vs_CPU,Curriculum,CPU,2989,2,p2,0,10,0.0,0.0568
Curriculum_vs_CPU,Curriculum,CPU,2990,1,p2,0,69,0.0,0.392
Curriculum_vs_CPU,Curriculum,CPU,2990,2,p2,0,2,0.0,0.0114
Curriculum_vs_CPU,Curriculum,CPU,2991,1,p2,0,0,0.0,0.0
Curriculum_vs_CPU,Curriculum,CPU,2991,2,p1,85,0,0.483,0.0
Curriculum_vs_CPU,Curriculum,CPU,2991,3,p1,176,0,1.0,0.0
Curriculum_vs_CPU,Curriculum,CPU,2992,1,p2,0,48,0.0,0.2727
Curriculum_vs_CPU,Curriculum,CPU,2992,2,p2,0,9,0.0,0.0511
Curriculum_vs_CPU,Curriculum,CPU,2993,1,p1,54,0,0.3068,0.0
Curriculum_vs_CPU,Curriculum,CPU,2993,2,p2,0,125,0.0,0.7102
Curriculum_vs_CPU,Curriculum,CPU,2993,3,p1,176,0,1.0,0.0
Curriculum_vs_CPU,Curriculum,CPU,2994,1,p1,55,0,0.3125,0.0
Curriculum_vs_CPU,Curriculum,CPU,2994,2,p1,67,0,0.3807,0.0
Curriculum_vs_CPU,Curriculum,CPU,2995,1,p2,0,95,0.0,0.5398
Curriculum_vs_CPU,Curriculum,CPU,2995,2,p1,111,0,0.6307,0.0
Curriculum_vs_CPU,Curriculum,CPU,2995,3,p2,0,24,0.0,0.1364
Curriculum_vs_CPU,Curriculum,CPU,2996,1,p2,0,113,0.0,0.642
Curriculum_vs_CPU,Curriculum,CPU,2996,2,p2,0,0,0.0,0.0
Curriculum_vs_CPU,Curriculum,CPU,2997,1,p1,43,0,0.2443,0.0
Curriculum_vs_CPU,Curriculum,CPU,2997,2,p1,150,0,0.8523,0.0
Curriculum_vs_CPU,Curriculum,CPU,2998,1,p2,0,26,0.0,0.1477
Curriculum_vs_CPU,Curriculum,CPU,2998,2,p1,135,0,0.767,0.0
Curriculum_vs_CPU,Curriculum,CPU,2998,3,p2,0,141,0.0,0.8011
Curriculum_vs_CPU,Curriculum,CPU,2999,1,p2,0,132,0.0,0.75
Curriculum_vs_CPU,Curriculum,CPU,2999,2,p2,0,103,0.0,0.5852
Curriculum_vs_CPU,Curriculum,CPU,3000,1,p1,94,0,0.5341,0.0
Curriculum_vs_CPU,Curriculum,CPU,3000,2,p1,38,0,0.2159,0.0
Rewards_vs_CPU,Rewards,CPU,1,1,p2,0,157,0.0,0.892
Rewards_vs_CPU,Rewards,CPU,1,2,p2,0,18,0.0,0.1023
Rewards_vs_CPU,Rewards,CPU,2,1,p1,83,0,0.4716,0.0
Rewards_vs_CPU,Rewards,CPU,2,2,p1,98,0,0.5568,0.0
Rewards_vs_CPU,Rewards,CPU,3,1,p2,0,35,0.0,0.1989
Rewards_vs_CPU,Rewards,CPU,3,2,p2,0,79,0.0,0.4489
Rewards_vs_CPU,Rewards,CPU,4,1,p1,81,0,0.4602,0.0
Rewards_vs_CPU,Rewards,CPU,4,2,p1,176,0,1.0,0.0
Rewards_vs_CPU,Rewards,CPU,5,1,p2,0,7,0.0,0.0398
Rewards_vs_CPU,Rewards,CPU,5,2,p2,0,38,0.0,0.2159
Rewards_vs_CPU,Rewards,CPU,6,1,p2,0,126,0.0,0.7159
Rewards_vs_CPU,Rewards,CPU,6,2,p1,145,0,0.8239,0.0
Rewards_vs_CPU,Rewards,CPU,6,3,p1,176,0,1.0,0.0
Rewards_vs_CPU,Rewards,CPU,7,1,p1,15,0,0.0852,0.0
Rewards_vs_CPU,Rewards,CPU,7,2,p1,43,0,0.2443,0.0
Rewards_vs_CPU,Rewards,CPU,8,1,p2,0,100,0.0,0.5682
Rewards_vs_CPU,Rewards,CPU,8,2,p1,49,0,0.2784,0.0
Rewards_vs_CPU,Rewards,CPU,8,3,p1,102,0,0.5795,0.0
Rewards_vs_CPU,Rewards,CPU,9,1,p2,0,92,0.0,0.5227
Rewards_vs_CPU,Rewards,CPU,9,2,p2,0,116,0.0,0.6591
Rewards_vs_CPU,Rewards,CPU,10,1,p2,0,40,0.0,0.2273
Rewards_vs_CPU,Rewards,CPU,10,2,p1,30,0,0.1705,0.0
Rewards_vs_CPU,Rewards,CPU,10,3,p2,0,27,0.0,0.1534
Rewards_vs_CPU,Rewards,CPU,11,1,p1,121,0,0.6875,0.0
Rewards_vs_CPU,Rewards,CPU,11,2,p2,0,124,0.0,0.7045
Rewards_vs_CPU,Rewards,CPU,11,3,p2,0,19,0.0,0.108
Rewards_vs_CPU,Rewards,CPU,12,1,p1,72,0,0.4091,0.0
Rewards_vs_CPU,Rewards,CPU,12,2,p1,176,0,1.0,0.0
Rewards_vs_CPU,Rewards,CPU,13,1,p1,78,0,0.4432,0.0
Rewards_vs_CPU,Rewards,CPU,13,2,p1,122,0,0.6932,0.0
Rewards_vs_CPU,Rewards,CPU,14,1,p2,0,1,0.0,0.0057
Rewards_vs_CPU,Rewards,CPU,14,2,p1,176,0,1.0,0.0
Rewards_vs_CPU,Rewards,CPU,14,3,p1,82,0,0.4659,0.0
Rewards_vs_CPU,Rewards,CPU,15,1,p1,150,0,0.8523,0.0
Rewards_vs_CPU,Rewards,CPU,15,2,p1,129,0,0.733,0.0
Rewards_vs_CPU,Rewards,CPU,16,1,p1,53,0,0.3011,0.0
Rewards_vs_CPU,Rewards,CPU,16,2,p1,136,0,0.7727,0.0
Rewards_vs_CPU,Rewards,CPU,17,1,p1,65,0,0.3693,0.0
Rewards_vs_CPU,Rewards,CPU,17,2,p2,0,31,0.0,0.1761
Rewards_vs_CPU,Rewards,CPU,17,3,p2,0,172,0.0,0.9773
Rewards_vs_CPU,Rewards,CPU,18,1,p2,0,17,0.0,0.0966
Rewards_vs_CPU,Rewards,CPU,18,2,p1,66,0,0.375,0.0
Rewards_vs_CPU,Rewards,CPU,18,3,p2,0,31,0.0,0.1761
Rewards_vs_CPU,Rewards,CPU,19,1,p2,0,6,0.0,0.0341
Rewards_vs_CPU,Rewards,CPU,19,2,p1,111,0,0.6307,0.0
Rewards_vs_CPU,Rewards,CPU,19,3,p1,103,0,0.5852,0.0
Rewards_vs_CPU,Rewards,CPU,20,1,p1,150,0,0.8523,0.0
Rewards_vs_CPU,Rewards,CPU,20,2,p1,3,0,0.017,0.0
Rewards_vs_CPU,Rewards,CPU,21,1,p2,0,79,0.0,0.4489
Rewards_vs_CPU,Rewards,CPU,21,2,p2,0,7,0.0,0.0398
Rewards_vs_CPU,Rewards,CPU,22,1,p1,30,0,0.1705,0.0
Rewards_vs_CPU,Rewards,CPU,22,2,p1,150,0,0.8523,0.0
Rewards_vs_CPU,Rewards,CPU,23,1,p1,134,0,0.7614,0.0
Rewards_vs_CPU,Rewards,CPU,23,2,p1,75,0,0.4261,0.0
Rewards_vs_CPU,Rewards,CPU,24,1,p2,0,76,0.0,0.4318
Rewards_vs_CPU,Rewards,CPU,24,2,p1,176,0,1.0,0.0
Rewards_vs_CPU,Rewards,CPU,24,3,p2,0,94,0.0,0.5341
Rewards_vs_CPU,Rewards,CPU,25,1,p1,70,0,0.3977,0.0
Rewards_vs_CPU,Rewards,CPU,25,2,p1,150,0,0.8523,0.0
Rewards_vs_CPU,Rewards,CPU,26,1,p2,0,5,0.0,0.0284
Rewards_vs_CPU,Rewards,CPU,26,2,p1,150,0,0.8523,0.0
Rewards_vs_CPU,Rewards,CPU,26,3,p2,0,75,0.0,0.4261
Rewards_vs_CPU,Rewards,CPU,27,1,p2,0,152,0.0,0.8636
Rewards_vs_CPU,Rewards,CPU,27,2,p2,0,3,0.0,0.017
Rewards_vs_CPU,Rewards,CPU,28,1,p2,0,4,0.0,0.0227
Rewards_vs_CPU,Rewards,CPU,28,2,p2,0,32,0.0,0.1818
Rewards_vs_CPU,Rewards,CPU,29,1,p2,0,0,0.0,0.0
Rewards_vs_CPU,Rewards,CPU,29,2,p1,32,0,0.1818,0.0
Rewards_vs_CPU,Rewards,CPU,29,3,p2,0,125,0.0,0.7102
Rewards_vs_CPU,Rewards,CPU,30,1,p2,0,133,0.0,0.7557
Rewards_vs_CPU,Rewards,CPU,30,2,p1,176,0,1.0,0.0
Rewards_vs_CPU,Rewards,CPU,30,3,p1,63,0,0.358,0.0
Rewards_vs_CPU,Rewards,CPU,31,1,p1,136,0,0.7727,0.0
Rewards_vs_CPU,Rewards,CPU,31,2,p2,0,176,0.0,1.0
Rewards_vs_CPU,Rewards,CPU,31,3,p1,150,0,0.8523,0.0
Rewards_vs_CPU,Rewards,CPU,32,1,p1,108,0,0.6136,0.0
Rewards_vs_CPU,Rewards,CPU,32,2,p2,0,145,0.0,0.8239
Rewards_vs_CPU,Rewards,CPU,32,3,p1,150,0,0.8523,0.0
Rewards_vs_CPU,Rewards,CPU,33,1,p1,176,0,1.0,0.0
Rewards_vs_CPU,Rewards,CPU,33,2,p2,0,82,0.0,0.4659
Rewards_vs_CPU,Rewards,CPU,33,3,p2,0,36,0.0,0.2045
Rewards_vs_CPU,Rewards,CPU,34,1,p2,0,126,0.0,0.7159
Rewards_vs_CPU,Rewards,CPU,34,2,p2,0,2,0.0,0.0114
Rewards_vs_CPU,Rewards,CPU,35,1,p2,0,76,0.0,0.4318
Rewards_vs_CPU,Rewards,CPU,35,2,p2,0,133,0.0,0.7557
Rewards_vs_CPU,Rewards,CPU,36,1,p1,176,0,1.0,0.0
Rewards_vs_CPU,Rewards,CPU,36,2,p1,72,0,0.4091,0.0
Rewards_vs_CPU,Rewards,CPU,37,1,p1,134,0,0.7614,0.0
Rewards_vs_CPU,Rewards,CPU,37,2,p2,0,3,0.0,0.017
Rewards_vs_CPU,Rewards,CPU,37,3,p1,128,0,0.7273,0.0
Rewards_vs_CPU,Rewards,CPU,38,1,p1,134,0,0.7614,0.0
Rewards_vs_CPU,Rewards,CPU,38,2,p1,176,0,1.0,0.0
Rewards_vs_CPU,Rewards,CPU,39,1,p2,0,71,0.0,0.4034
Rewards_vs_CPU,Rewards,CPU,39,2,p2,0,17,0.0,0.0966
Rewards_vs_CPU,Rewards,CPU,40,1,p2,0,176,0.0,1.0
Rewards_vs_CPU,Rewards,CPU,40,2,p2,0,14,0.0,0.0795
Rewards_vs_CPU,Rewards,CPU,41,1,p2,0,73,0.0,0.4148
Rewards_vs_CPU,Rewards,CPU,41,2,p1,176,0,1.0,0.0
Rewards_vs_CPU,Rewards,CPU,41,3,p2,0,71,0.0,0.4034
Rewards_vs_CPU,Rewards,CPU,42,1,p2,0,171,0.0,0.9716
Rewards_vs_CPU,Rewards,CPU,42,2,p1,71,0,0.4034,0.0
Rewards_vs_CPU,Rewards,CPU,42,3,p1,176,0,1.0,0.0
Rewards_vs_CPU,Rewards,CPU,43,1,p1,70,0,0.3977,0.0
Rewards_vs_CPU,Rewards,CPU,43,2,p2,0,114,0.0,0.6477
Rewards_vs_CPU,Rewards,CPU,43,3,p1,150,0,0.8523,0.0
Rewards_vs_CPU,Rewards,CPU,44,1,p2,0,176,0.0,1.0
Rewards_vs_CPU,Rewards,CPU,44,2,p2,0,1,0.0,0.0057
Rewards_vs_CPU,Rewards,CPU,45,1,p2,0,18,0.0,0.1023
Rewards_vs_CPU,Rewards,CPU,45,2,p2,0,85,0.0,0.483
Rewards_vs_CPU,Rewards,CPU,46,1,p2,0,28,0.0,0.1591
Rewards_vs_CPU,Rewards,CPU,46,2,p1,176,0,1.0,0.0
Rewards_vs_CPU,Rewards,CPU,46,3,p1,176,0,1.0,0.0
Rewards_vs_CPU,Rewards,CPU,47,1,p2,0,140,0.0,0.7955
Rewards_vs_CPU,Rewards,CPU,47,2,p1,122,0,0.6932,0.0
Rewards_vs_CPU,Rewards,CPU,47,3,p1,69,0,0.392,0.0
Rewards_vs_CPU,Rewards,CPU,48,1,p2,0,30,0.0,0.1705
Rewards_vs_CPU,Rewards,CPU,48,2,p2,0,138,0.0,0.7841
Rewards_vs_CPU,Rewards,CPU,49,1,p2,0,129,0.0,0.733
Rewards_vs_CPU,Rewards,CPU,49,2,p1,136,0,0.7727,0.0
Rewards_vs_CPU,Rewards,CPU,49,3,p1,105,0,0.5966,0.0
Rewards_vs_CPU,Rewards,CPU,50,1,p1,124,0,0.7045,0.0
Rewards_vs_CPU,Rewards,CPU,50,2,p1,150,0,0.8523,0.0
Rewards_vs_CPU,Rewards,CPU,51,1,p2,0,75,0.0,0.4261
Rewards_vs_CPU,Rewards,CPU,51,2,p2,0,124,0.0,0.7045
Rewards_vs_CPU,Rewards,CPU,52,1,p1,0,0,0.0,0.0
Rewards_vs_CPU,Rewards,CPU,52,2,p1,176,0,1.0,0.0
Rewards_vs_CPU,Rewards,CPU,53,1,p2,0,88,0.0,0.5
Rewards_vs_CPU,Rewards,CPU,53,2,p2,0,100,0.0,0.5682
Rewards_vs_CPU,Rewards,CPU,54,1,p2,0,57,0.0,0.3239
Rewards_vs_CPU,Rewards,CPU,54,2,p1,176,0,1.0,0.0
Rewards_vs_CPU,Rewards,CPU,54,3,p1,150,0,0.8523,0.0
Rewards_vs_CPU,Rewards,CPU,55,1,p2,0,116,0.0,0.6591
Rewards_vs_CPU,Rewards,CPU,55,2,p2,0,90,0.0,0.5114
Rewards_vs_CPU,Rewards,CPU,56,1,p1,67,0,0.3807,0.0
Rewards_vs_CPU,Rewards,CPU,56,2,p1,176,0,1.0,0.0
Rewards_vs_CPU,Rewards,CPU,57,1,p1,96,0,0.5455,0.0
Rewards_vs_CPU,Rewards,CPU,57,2,p2,0,15,0.0,0.0852
Rewards_vs_CPU,Rewards,CPU,57,3,p1,150,0,0.8523,0.0
Rewards_vs_CPU,Rewards,CPU,58,1,p1,132,0,0.75,0.0
Rewards_vs_CPU,Rewards,CPU,58,2,p2,0,157,0.0,0.892
Rewards_vs_CPU,Rewards,CPU,58,3,p1,96,0,0.5455,0.0
Rewards_vs_CPU,Rewards,CPU,59,1,p1,132,0,0.75,0.0
Rewards_vs_CPU,Rewards,CPU,59,2,p1,150,0,0.8523,0.0
Rewards_vs_CPU,Rewards,CPU,60,1,draw,0,0,0.0,0.0
Rewards_vs_CPU,Rewards,CPU,60,2,p1,176,0,1.0,0.0
Rewards_vs_CPU,Rewards,CPU,60,3,p1,136,0,0.7727,0.0
Rewards_vs_CPU,Rewards,CPU,61,1,p2,0,127,0.0,0.7216
Rewards_vs_CPU,Rewards,CPU,61,2,p2,0,6,0.0,0.0341
Rewards_vs_CPU,Rewards,CPU,62,1,p2,0,123,0.0,0.6989
Rewards_vs_CPU,Rewards,CPU,62,2,p1,176,0,1.0,0.0
Rewards_vs_CPU,Rewards,CPU,62,3,p1,122,0,0.6932,0.0
Rewards_vs_CPU,Rewards,CPU,63,1,p1,135,0,0.767,0.0
Rewards_vs_CPU,Rewards,CPU,63,2,p1,141,0,0.8011,0.0
Rewards_vs_CPU,Rewards,CPU,64,1,p2,0,157,0.0,0.892
Rewards_vs_CPU,Rewards,CPU,64,2,p1,46,0,0.2614,0.0
Rewards_vs_CPU,Rewards,CPU,64,3,p2,0,41,0.0,0.233
Rewards_vs_CPU,Rewards,CPU,65,1,p2,0,103,0.0,0.5852
Rewards_vs_CPU,Rewards,CPU,65,2,p2,0,129,0.0,0.733
Rewards_vs_CPU,Rewards,CPU,66,1,p2,0,49,0.0,0.2784
Rewards_vs_CPU,Rewards,CPU,66,2,p1,134,0,0.7614,0.0
Rewards_vs_CPU,Rewards,CPU,66,3,p2,0,61,0.0,0.3466
Rewards_vs_CPU,Rewards,CPU,67,1,p1,96,0,0.5455,0.0
Rewards_vs_CPU,Rewards,CPU,67,2,p2,0,1,0.0,0.0057
Rewards_vs_CPU,Rewards,CPU,67,3,p2,0,103,0.0,0.5852
Rewards_vs_CPU,Rewards,CPU,68,1,p1,176,0,1.0,0.0
Rewards_vs_CPU,Rewards,CPU,68,2,p1,98,0,0.5568,0.0
Rewards_vs_CPU,Rewards,CPU,69,1,p2,0,5,0.0,0.0284
Rewards_vs_CPU,Rewards,CPU,69,2,p1,176,0,1.0,0.0
Rewards_vs_CPU,Rewards,CPU,69,3,p1,168,0,0.9545,0.0
Rewards_vs_CPU,Rewards,CPU,70,1,p2,0,46,0.0,0.2614
Rewards_vs_CPU,Rewards,CPU,70,2,p1,150,0,0.8523,0.0
Rewards_vs_CPU,Rewards,CPU,70,3,p2,0,106,0.0,0.6023
Rewards_vs_CPU,Rewards,CPU,71,1,p2,0,36,0.0,0.2045
Rewards_vs_CPU,Rewards,CPU,71,2,p1,176,0,1.0,0.0
Rewards_vs_CPU,Rewards,CPU,71,3,p2,0,65,0.0,0.3693
Rewards_vs_CPU,Rewards,CPU,72,1,p2,0,141,0.0,0.8011
Rewards_vs_CPU,Rewards,CPU,72,2,p1,98,0,0.5568,0.0
Rewards_vs_CPU,Rewards,CPU,72,3,p1,56,0,0.3182,0.0
Rewards_vs_CPU,Rewards,CPU,73,1,p2,0,157,0.0,0.892
Rewards_vs_CPU,Rewards,CPU,73,2,p1,105,0,0.5966,0.0
Rewards_vs_CPU,Rewards,CPU,73,3,p1,111,0,0.6307,0.0
Rewards_vs_CPU,Rewards,CPU,74,1,p2,0,129,0.0,0.733
Rewards_vs_CPU,Rewards,CPU,74,2,p1,104,0,0.5909,0.0
Rewards_vs_CPU,Rewards,CPU,74,3,p2,0,96,0.0,0.5455
Rewards_vs_CPU,Rewards,CPU,75,1,p2,0,143,0.0,0.8125
Rewards_vs_CPU,Rewards,CPU,75,2,p2,0,15,0.0,0.0852
Rewards_vs_CPU,Rewards,CPU,76,1,p1,136,0,0.7727,0.0
Rewards_vs_CPU,Rewards,CPU,76,2,p1,176,0,1.0,0.0
Rewards_vs_CPU,Rewards,CPU,77,1,p2,0,145,0.0,0.8239
Rewards_vs_CPU,Rewards,CPU,77,2,p1,150,0,0.8523,0.0
Rewards_vs_CPU,Rewards,CPU,77,3,p1,30,0,0.1705,0.0
Rewards_vs_CPU,Rewards,CPU,78,1,p1,66,0,0.375,0.0
Rewards_vs_CPU,Rewards,CPU,78,2,p1,150,0,0.8523,0.0
Rewards_vs_CPU,Rewards,CPU,79,1,p1,30,0,0.1705,0.0
Rewards_vs_CPU,Rewards,CPU,79,2,p2,0,1,0.0,0.0057
Rewards_vs_CPU,Rewards,CPU,79,3,p2,0,19,0.0,0.108
Rewards_vs_CPU,Rewards,CPU,80,1,p2,0,124,0.0,0.7045
Rewards_vs_CPU,Rewards,CPU,80,2,p2,0,83,0.0,0.4716
Rewards_vs_CPU,Rewards,CPU,81,1,p2,0,101,0.0,0.5739
Rewards_vs_CPU,Rewards,CPU,81,2,p1,72,0,0.4091,0.0
Rewards_vs_CPU,Rewards,CPU,81,3,p2,0,48,0.0,0.2727
Rewards_vs_CPU,Rewards,CPU,82,1,p2,0,71,0.0,0.4034
Rewards_vs_CPU,Rewards,CPU,82,2,p1,124,0,0.7045,0.0
Rewards_vs_CPU,Rewards,CPU,82,3,p2,0,34,0.0,0.1932
Rewards_vs_CPU,Rewards,CPU,83,1,p1,150,0,0.8523,0.0
Rewards_vs_CPU,Rewards,CPU,83,2,p1,176,0,1.0,0.0
Rewards_vs_CPU,Rewards,CPU,84,1,p1,9,0,0.0511,0.0
Rewards_vs_CPU,Rewards,CPU,84,2,p1,150,0,0.8523,0.0
Rewards_vs_CPU,Rewards,CPU,85,1,p2,0,117,0.0,0.6648
Rewards_vs_CPU,Rewards,CPU,85,2,p1,1,0,0.0057,0.0
Rewards_vs_CPU,Rewards,CPU,85,3,p1,176,0,1.0,0.0
Rewards_vs_CPU,Rewards,CPU,86,1,p2,0,84,0.0,0.4773
Rewards_vs_CPU,Rewards,CPU,86,2,p1,150,0,0.8523,0.0
Rewards_vs_CPU,Rewards,CPU,86,3,p2,0,80,0.0,0.4545
Rewards_vs_CPU,Rewards,CPU,87,1,p1,111,0,0.6307,0.0
Rewards_vs_CPU,Rewards,CPU,87,2,p2,0,112,0.0,0.6364
Rewards_vs_CPU,Rewards,CPU,87,3,p2,0,110,0.0,0.625
Rewards_vs_CPU,Rewards,CPU,88,1,p1,67,0,0.3807,0.0
Rewards_vs_CPU,Rewards,CPU,88,2,p2,0,2,0.0,0.0114
Rewards_vs_CPU,Rewards,CPU,88,3,p1,70,0,0.3977,0.0
Rewards_vs_CPU,Rewards,CPU,89,1,p1,97,0,0.5511,0.0
Rewards_vs_CPU,Rewards,CPU,89,2,p1,122,0,0.6932,0.0
Rewards_vs_CPU,Rewards,CPU,90,1,p1,70,0,0.3977,0.0
Rewards_vs_CPU,Rewards,CPU,90,2,p1,176,0,1.0,0.0
Rewards_vs_CPU,Rewards,CPU,91,1,p1,54,0,0.3068,0.0
Rewards_vs_CPU,Rewards,CPU,91,2,p1,176,0,1.0,0.0
Rewards_vs_CPU,Rewards,CPU,92,1,p1,4,0,0.0227,0.0
Rewards_vs_CPU,Rewards,CPU,92,2,p1,176,0,1.0,0.0
Rewards_vs_CPU,Rewards,CPU,93,1,p1,176,0,1.0,0.0
Rewards_vs_CPU,Rewards,CPU,93,2,p2,0,6,0.0,0.0341
Rewards_vs_CPU,Rewards,CPU,93,3,p1,98,0,0.5568,0.0
Rewards_vs_CPU,Rewards,CPU,94,1,p2,0,12,0.0,0.0682
Rewards_vs_CPU,Rewards,CPU,94,2,p2,0,139,0.0,0.7898
Rewards_vs_CPU,Rewards,CPU,95,1,p1,176,0,1.0,0.0
Rewards_vs_CPU,Rewards,CPU,95,2,p2,0,1,0.0,0.0057
Rewards_vs_CPU,Rewards,CPU,95,3,p2,0,125,0.0,0.7102
Rewards_vs_CPU,Rewards,CPU,96,1,p2,0,37,0.0,0.2102
Rewards_vs_CPU,Rewards,CPU,96,2,p1,122,0,0.6932,0.0
Rewards_vs_CPU,Rewards,CPU,96,3,p1,132,0,0.75,0.0
Rewards_vs_CPU,Rewards,CPU,97,1,p1,42,0,0.2386,0.0
Rewards_vs_CPU,Rewards,CPU,97,2,p1,11,0,0.0625,0.0
Rewards_vs_CPU,Rewards,CPU,98,1,p2,0,117,0.0,0.6648
Rewards_vs_CPU,Rewards,CPU,98,2,p1,71,0,0.4034,0.0
Rewards_vs_CPU,Rewards,CPU,98,3,p1,70,0,0.3977,0.0
Rewards_vs_CPU,Rewards,CPU,99,1,p2,0,92,0.0,0.5227
Rewards_vs_CPU,Rewards,CPU,99,2,p1,176,0,1.0,0.0
