matchup,p1_name,p2_name,episode,round,round_winner,p1_hp_final,p2_hp_final,p1_hp_ratio,p2_hp_ratio
Curriculum_vs_Rewards,Curriculum,Rewards,1799,1,p2,0,48,0.0,0.2727
Curriculum_vs_Rewards,Curriculum,Rewards,1799,2,p1,138,0,0.7841,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1799,3,p1,58,0,0.3295,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1800,1,p2,89,153,0.5057,0.8693
Curriculum_vs_Rewards,Curriculum,Rewards,1800,2,p1,163,0,0.9261,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1800,3,p1,145,0,0.8239,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1801,1,p2,138,148,0.7841,0.8409
Curriculum_vs_Rewards,Curriculum,Rewards,1801,2,p1,104,0,0.5909,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1801,3,p1,153,0,0.8693,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1802,1,p1,148,0,0.8409,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1802,2,p1,176,0,1.0,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1803,1,p1,112,0,0.6364,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1803,2,p1,176,140,1.0,0.7955
Curriculum_vs_Rewards,Curriculum,Rewards,1804,1,p2,138,145,0.7841,0.8239
Curriculum_vs_Rewards,Curriculum,Rewards,1804,2,p1,176,0,1.0,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1804,3,p1,176,0,1.0,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1805,1,p1,32,0,0.1818,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1805,2,p1,112,0,0.6364,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1806,1,p1,151,0,0.858,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1806,2,p1,105,0,0.5966,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1807,1,p1,123,0,0.6989,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1807,2,p1,119,0,0.6761,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1808,1,p1,122,0,0.6932,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1808,2,p1,118,0,0.6705,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1809,1,p1,148,0,0.8409,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1809,2,p1,111,0,0.6307,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1810,1,p1,76,0,0.4318,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1810,2,p1,126,0,0.7159,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1811,1,p2,161,171,0.9148,0.9716
Curriculum_vs_Rewards,Curriculum,Rewards,1811,2,p1,130,0,0.7386,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1811,3,p1,95,0,0.5398,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1812,1,p1,153,0,0.8693,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1812,2,p1,78,0,0.4432,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1813,1,p2,0,16,0.0,0.0909
Curriculum_vs_Rewards,Curriculum,Rewards,1813,2,p1,153,0,0.8693,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1813,3,p1,6,0,0.0341,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1814,1,p1,108,0,0.6136,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1814,2,p1,2,0,0.0114,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1815,1,p1,176,0,1.0,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1815,2,p1,98,0,0.5568,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1816,1,p1,14,0,0.0795,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1816,2,p1,106,0,0.6023,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1817,1,p1,146,0,0.8295,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1817,2,p1,97,0,0.5511,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1818,1,p2,0,58,0.0,0.3295
Curriculum_vs_Rewards,Curriculum,Rewards,1818,2,p1,45,0,0.2557,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1818,3,p1,176,0,1.0,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1819,1,p1,6,0,0.0341,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1819,2,p1,153,0,0.8693,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1820,1,p1,68,0,0.3864,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1820,2,p1,121,0,0.6875,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1821,1,p2,0,4,0.0,0.0227
Curriculum_vs_Rewards,Curriculum,Rewards,1821,2,p1,114,0,0.6477,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1821,3,p1,72,0,0.4091,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1822,1,p1,7,0,0.0398,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1822,2,p2,0,6,0.0,0.0341
Curriculum_vs_Rewards,Curriculum,Rewards,1822,3,p1,138,0,0.7841,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1823,1,p1,46,0,0.2614,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1823,2,p1,94,0,0.5341,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1824,1,p1,152,0,0.8636,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1824,2,p1,62,0,0.3523,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1825,1,p1,78,0,0.4432,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1825,2,p1,80,0,0.4545,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1826,1,p1,75,0,0.4261,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1826,2,p1,23,0,0.1307,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1827,1,p1,51,0,0.2898,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1827,2,p2,0,0,0.0,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1827,3,p1,176,0,1.0,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1828,1,p1,0,0,0.0,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1828,2,p1,11,0,0.0625,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1829,1,p1,135,0,0.767,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1829,2,p2,0,91,0.0,0.517
Curriculum_vs_Rewards,Curriculum,Rewards,1829,3,p2,0,22,0.0,0.125
Curriculum_vs_Rewards,Curriculum,Rewards,1830,1,p1,103,0,0.5852,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1830,2,p1,133,0,0.7557,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1831,1,p1,122,0,0.6932,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1831,2,p1,176,0,1.0,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1832,1,p1,65,0,0.3693,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1832,2,p1,123,0,0.6989,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1833,1,p2,0,31,0.0,0.1761
Curriculum_vs_Rewards,Curriculum,Rewards,1833,2,p1,162,0,0.9205,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1833,3,p1,154,0,0.875,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1834,1,p2,0,20,0.0,0.1136
Curriculum_vs_Rewards,Curriculum,Rewards,1834,2,p1,176,0,1.0,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1834,3,p1,12,0,0.0682,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1835,1,p1,133,0,0.7557,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1835,2,p1,151,0,0.858,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1836,1,p1,158,140,0.8977,0.7955
Curriculum_vs_Rewards,Curriculum,Rewards,1836,2,p1,129,0,0.733,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1837,1,p1,30,0,0.1705,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1837,2,p1,153,0,0.8693,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1838,1,p1,119,0,0.6761,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1838,2,p1,8,0,0.0455,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1839,1,p1,148,0,0.8409,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1839,2,p1,171,0,0.9716,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1840,1,p1,160,0,0.9091,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1840,2,p1,9,0,0.0511,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1841,1,p1,146,0,0.8295,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1841,2,p1,48,0,0.2727,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1842,1,p1,138,0,0.7841,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1842,2,p1,162,0,0.9205,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1843,1,p1,86,0,0.4886,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1843,2,p1,111,0,0.6307,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1844,1,p2,0,1,0.0,0.0057
Curriculum_vs_Rewards,Curriculum,Rewards,1844,2,p2,0,84,0.0,0.4773
Curriculum_vs_Rewards,Curriculum,Rewards,1845,1,p1,14,0,0.0795,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1845,2,p2,0,55,0.0,0.3125
Curriculum_vs_Rewards,Curriculum,Rewards,1845,3,p1,146,0,0.8295,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1846,1,p2,0,2,0.0,0.0114
Curriculum_vs_Rewards,Curriculum,Rewards,1846,2,p1,69,0,0.392,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1846,3,p1,37,0,0.2102,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1847,1,p1,143,0,0.8125,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1847,2,p1,16,0,0.0909,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1848,1,p1,89,0,0.5057,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1848,2,p1,176,0,1.0,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1849,1,p1,95,0,0.5398,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1849,2,p1,99,0,0.5625,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1850,1,p1,34,0,0.1932,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1850,2,p1,153,0,0.8693,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1851,1,p2,29,99,0.1648,0.5625
Curriculum_vs_Rewards,Curriculum,Rewards,1851,2,p1,129,0,0.733,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1851,3,p1,144,0,0.8182,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1852,1,p1,86,0,0.4886,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1852,2,p1,138,130,0.7841,0.7386
Curriculum_vs_Rewards,Curriculum,Rewards,1853,1,p1,37,0,0.2102,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1853,2,p1,95,0,0.5398,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1854,1,p1,103,0,0.5852,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1854,2,p2,0,16,0.0,0.0909
Curriculum_vs_Rewards,Curriculum,Rewards,1854,3,p1,35,0,0.1989,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1855,1,p1,90,0,0.5114,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1855,2,p1,136,0,0.7727,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1856,1,p1,161,0,0.9148,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1856,2,p1,141,0,0.8011,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1857,1,p2,0,93,0.0,0.5284
Curriculum_vs_Rewards,Curriculum,Rewards,1857,2,p1,10,0,0.0568,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1857,3,p2,0,1,0.0,0.0057
Curriculum_vs_Rewards,Curriculum,Rewards,1858,1,p1,49,0,0.2784,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1858,2,p1,176,0,1.0,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1859,1,p2,0,32,0.0,0.1818
Curriculum_vs_Rewards,Curriculum,Rewards,1859,2,p1,129,0,0.733,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1859,3,p2,0,12,0.0,0.0682
Curriculum_vs_Rewards,Curriculum,Rewards,1860,1,p2,0,102,0.0,0.5795
Curriculum_vs_Rewards,Curriculum,Rewards,1860,2,p1,53,0,0.3011,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1860,3,p1,98,0,0.5568,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1861,1,p1,107,0,0.608,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1861,2,p1,17,0,0.0966,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1862,1,p1,83,0,0.4716,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1862,2,p2,0,81,0.0,0.4602
Curriculum_vs_Rewards,Curriculum,Rewards,1862,3,p1,143,0,0.8125,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1863,1,p1,34,0,0.1932,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1863,2,p1,26,0,0.1477,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1864,1,p1,104,0,0.5909,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1864,2,p2,0,16,0.0,0.0909
Curriculum_vs_Rewards,Curriculum,Rewards,1864,3,p1,122,0,0.6932,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1865,1,p1,83,0,0.4716,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1865,2,p1,146,0,0.8295,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1866,1,p1,83,0,0.4716,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1866,2,p1,125,0,0.7102,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1867,1,p1,3,0,0.017,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1867,2,p1,161,0,0.9148,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1868,1,p1,32,0,0.1818,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1868,2,p1,153,0,0.8693,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1869,1,p1,102,0,0.5795,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1869,2,p1,123,0,0.6989,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1870,1,p1,46,0,0.2614,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1870,2,p1,136,0,0.7727,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1871,1,p2,0,115,0.0,0.6534
Curriculum_vs_Rewards,Curriculum,Rewards,1871,2,p1,36,0,0.2045,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1871,3,p2,0,79,0.0,0.4489
Curriculum_vs_Rewards,Curriculum,Rewards,1872,1,p1,98,0,0.5568,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1872,2,p1,108,0,0.6136,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1873,1,p1,141,0,0.8011,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1873,2,p1,133,0,0.7557,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1874,1,p1,153,0,0.8693,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1874,2,p1,101,0,0.5739,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1875,1,p1,92,0,0.5227,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1875,2,p2,0,48,0.0,0.2727
Curriculum_vs_Rewards,Curriculum,Rewards,1875,3,p1,88,0,0.5,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1876,1,p1,139,0,0.7898,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1876,2,p2,0,8,0.0,0.0455
Curriculum_vs_Rewards,Curriculum,Rewards,1876,3,p1,159,0,0.9034,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1877,1,p1,176,0,1.0,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1877,2,p1,145,0,0.8239,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1878,1,p1,176,0,1.0,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1878,2,p1,176,0,1.0,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1879,1,p1,69,0,0.392,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1879,2,p1,176,0,1.0,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1880,1,p1,74,0,0.4205,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1880,2,p1,165,0,0.9375,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1881,1,p1,67,0,0.3807,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1881,2,p1,176,0,1.0,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1882,1,p1,118,0,0.6705,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1882,2,p1,107,0,0.608,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1883,1,p2,0,70,0.0,0.3977
Curriculum_vs_Rewards,Curriculum,Rewards,1883,2,p1,37,0,0.2102,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1883,3,p1,88,0,0.5,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1884,1,p1,81,0,0.4602,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1884,2,p1,42,0,0.2386,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1885,1,p1,53,0,0.3011,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1885,2,p2,0,3,0.0,0.017
Curriculum_vs_Rewards,Curriculum,Rewards,1885,3,p2,0,99,0.0,0.5625
Curriculum_vs_Rewards,Curriculum,Rewards,1886,1,p1,176,0,1.0,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1886,2,p1,97,0,0.5511,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1887,1,p1,68,0,0.3864,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1887,2,p1,176,0,1.0,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1888,1,p1,48,0,0.2727,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1888,2,p1,148,0,0.8409,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1889,1,p1,107,0,0.608,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1889,2,p1,99,0,0.5625,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1890,1,p1,26,0,0.1477,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1890,2,p1,100,0,0.5682,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1891,1,p2,0,33,0.0,0.1875
Curriculum_vs_Rewards,Curriculum,Rewards,1891,2,p2,0,34,0.0,0.1932
Curriculum_vs_Rewards,Curriculum,Rewards,1892,1,p1,61,0,0.3466,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1892,2,p1,176,0,1.0,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1893,1,p1,16,0,0.0909,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1893,2,p1,41,0,0.233,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1894,1,p2,0,64,0.0,0.3636
Curriculum_vs_Rewards,Curriculum,Rewards,1894,2,p1,67,0,0.3807,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1894,3,p2,0,2,0.0,0.0114
Curriculum_vs_Rewards,Curriculum,Rewards,1895,1,p1,146,0,0.8295,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1895,2,p1,145,0,0.8239,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1896,1,p2,0,90,0.0,0.5114
Curriculum_vs_Rewards,Curriculum,Rewards,1896,2,p1,170,0,0.9659,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1896,3,p1,84,0,0.4773,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1897,1,p1,86,0,0.4886,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1897,2,p1,176,0,1.0,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1898,1,p2,0,59,0.0,0.3352
Curriculum_vs_Rewards,Curriculum,Rewards,1898,2,p1,8,0,0.0455,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1898,3,p1,101,0,0.5739,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1899,1,p1,127,0,0.7216,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1899,2,p1,176,0,1.0,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1900,1,p1,158,0,0.8977,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1900,2,p1,65,0,0.3693,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1901,1,p1,55,0,0.3125,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1901,2,p1,152,0,0.8636,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1902,1,p2,0,5,0.0,0.0284
Curriculum_vs_Rewards,Curriculum,Rewards,1902,2,p1,137,0,0.7784,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1902,3,p1,153,0,0.8693,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1903,1,p1,130,0,0.7386,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1903,2,p1,133,0,0.7557,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1904,1,p1,96,0,0.5455,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1904,2,p1,126,0,0.7159,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1905,1,p1,153,0,0.8693,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1905,2,p1,125,0,0.7102,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1906,1,p1,76,0,0.4318,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1906,2,p1,121,0,0.6875,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1907,1,p1,22,0,0.125,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1907,2,p1,171,0,0.9716,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1908,1,p1,14,0,0.0795,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1908,2,p2,0,2,0.0,0.0114
Curriculum_vs_Rewards,Curriculum,Rewards,1908,3,p1,96,0,0.5455,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1909,1,p1,82,0,0.4659,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1909,2,p2,0,8,0.0,0.0455
Curriculum_vs_Rewards,Curriculum,Rewards,1909,3,p1,147,0,0.8352,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1910,1,p1,117,0,0.6648,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1910,2,p1,87,0,0.4943,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1911,1,p1,111,0,0.6307,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1911,2,p1,176,0,1.0,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1912,1,p1,76,0,0.4318,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1912,2,p1,1,0,0.0057,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1913,1,p1,40,0,0.2273,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1913,2,p2,5,6,0.0284,0.0341
Curriculum_vs_Rewards,Curriculum,Rewards,1913,3,p1,160,0,0.9091,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1914,1,p1,109,0,0.6193,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1914,2,p1,118,0,0.6705,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1915,1,p1,95,0,0.5398,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1915,2,p1,54,0,0.3068,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1916,1,p1,1,0,0.0057,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1916,2,p2,0,4,0.0,0.0227
Curriculum_vs_Rewards,Curriculum,Rewards,1916,3,p1,66,0,0.375,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1917,1,p1,9,0,0.0511,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1917,2,p1,163,0,0.9261,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1918,1,p2,0,2,0.0,0.0114
Curriculum_vs_Rewards,Curriculum,Rewards,1918,2,p1,145,0,0.8239,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1918,3,p1,80,0,0.4545,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1919,1,p2,0,48,0.0,0.2727
Curriculum_vs_Rewards,Curriculum,Rewards,1919,2,p1,79,0,0.4489,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1919,3,p1,153,0,0.8693,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1920,1,draw,145,145,0.8239,0.8239
Curriculum_vs_Rewards,Curriculum,Rewards,1920,2,p1,124,0,0.7045,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1920,3,p2,0,41,0.0,0.233
Curriculum_vs_Rewards,Curriculum,Rewards,1921,1,p1,118,0,0.6705,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1921,2,p1,77,0,0.4375,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1922,1,p1,68,0,0.3864,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1922,2,p1,83,0,0.4716,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1923,1,p2,0,54,0.0,0.3068
Curriculum_vs_Rewards,Curriculum,Rewards,1923,2,p1,73,0,0.4148,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1923,3,p1,24,0,0.1364,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1924,1,p2,138,142,0.7841,0.8068
Curriculum_vs_Rewards,Curriculum,Rewards,1924,2,p1,38,0,0.2159,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1924,3,p1,81,0,0.4602,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1925,1,p1,63,0,0.358,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1925,2,p1,112,0,0.6364,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1926,1,p1,0,0,0.0,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1926,2,p1,148,0,0.8409,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1927,1,p1,91,0,0.517,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1927,2,p1,84,0,0.4773,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1928,1,p1,4,0,0.0227,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1928,2,p1,62,0,0.3523,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1929,1,p1,141,0,0.8011,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1929,2,p1,30,0,0.1705,0.0
Curriculum_vs_Rewards,Curriculum,Rewards,1930,1,p2,0,83,0.0,0.4716
